timestamp_utc,ticker,floor_strike,yes_bid,yes_ask,last_price,volume,open_time,close_time
2026-09-20T00:00:00.696+00:00,KXBTC15M-26SEP192000-00,81252.68,0.0000,0.0020,0.0010,3044359.90,2026-09-19T23:45:00Z,2026-09-20T00:00:00Z
2026-09-20T00:00:03.093+00:00,KXBTC15M-26SEP192000-00,81252.68,0.0000,0.0020,0.0010,3044359.90,2026-09-19T23:45:00Z,2026-09-20T00:00:00Z
2026-09-20T00:00:05.274+00:00,KXBTC15M-26SEP192000-00,81252.68,0.0000,0.0010,0.0010,3100832.21,2026-09-19T23:45:00Z,2026-09-20T00:00:00Z
2026-09-20T00:00:07.853+00:00,KXBTC15M-26SEP192000-00,81252.68,0.0000,0.0010,0.0010,3100832.21,2026-09-19T23:45:00Z,2026-09-20T00:00:00Z
2026-09-20T00:00:10.019+00:00,KXBTC15M-26SEP192000-00,81252.68,0.0000,0.0010,0.0010,3100832.21,2026-09-19T23:45:00Z,2026-09-20T00:00:00Z
2026-09-20T00:00:12.211+00:00,KXBTC15M-26SEP192000-00,81252.68,0.0000,0.0010,0.0010,3100832.21,2026-09-19T23:45:00Z,2026-09-20T00:00:00Z
2026-09-20T00:00:14.396+00:00,KXBTC15M-26SEP192000-00,81252.68,0.0000,0.0010,0.0010,3100832.21,2026-09-19T23:45:00Z,2026-09-20T00:00:00Z
2026-09-20T00:00:16.670+00:00,KXBTC15M-26SEP192000-00,81252.68,0.0000,1.0000,0.0010,3100832.21,2026-09-19T23:45:00Z,2026-09-20T00:00:00Z
2026-09-20T00:00:18.954+00:00,KXBTC15M-26SEP192000-00,81252.68,0.0000,1.0000,0.0010,3100832.21,2026-09-19T23:45:00Z,2026-09-20T00:00:00Z
2026-09-20T00:00:21.356+00:00,KXBTC15M-26SEP192000-00,81252.68,0.0000,1.0000,0.0010,3100832.21,2026-09-19T23:45:00Z,2026-09-20T00:00:00Z
2026-09-20T00:00:23.535+00:00,KXBTC15M-26SEP192000-00,81252.68,0.0000,1.0000,0.0010,3100832.21,2026-09-19T23:45:00Z,2026-09-20T00:00:00Z
2026-09-20T00:00:25.890+00:00,KXBTC15M-26SEP192015-15,81239.65,0.4100,0.4200,0.4200,74105.56,2026-09-20T00:00:00Z,2026-09-20T00:15:00Z
2026-09-20T00:00:28.163+00:00,KXBTC15M-26SEP192015-15,81239.65,0.4100,0.4200,0.4200,74105.56,2026-09-20T00:00:00Z,2026-09-20T00:15:00Z
2026-09-20T00:00:30.327+00:00,KXBTC15M-26SEP192015-15,81239.65,0.4100,0.4200,0.4200,74105.56,2026-09-20T00:00:00Z,2026-09-20T00:15:00Z
2026-09-20T00:00:32.813+00:00,KXBTC15M-26SEP192015-15,81239.65,0.4100,0.4200,0.4200,74105.56,2026-09-20T00:00:00Z,2026-09-20T00:15:00Z
2026-09-20T00:00:34.989+00:00,KXBTC15M-26SEP192015-15,81239.65,0.4100,0.4200,0.4200,74105.56,2026-09-20T00:00:00Z,2026-09-20T00:15:00Z
2026-09-20T00:00:37.176+00:00,KXBTC15M-26SEP192015-15,81239.65,0.3900,0.4000,0.4000,130861.58,2026-09-20T00:00:00Z,2026-09-20T00:15:00Z
