timestamp_utc,slug,market_id,condition_id,activo,ventana_min,end_date,restante_s,strike,strike_src,spot,spot_src,dist_pct,lado_rezagado,best_ask,ask_usd_le2c,ask_usd_le3c,ask_usd_le5c,best_bid,py_yes_evento,outcome_real,rezagado_gano
2026-08-04T00:04:48+00:00,btc-updown-5m-1785801600,3296545,0x24c2fd0f7fb427387f700a56ddcd74a5553eb902afc96cb5e6a8e34ee56a93aa,BTC,5,2026-08-04T00:05:00+00:00,11.4,63520.0,kline_open,63576.0,binance_ticker,0.08816,Down,0.01,104.52,109.25,148.94,,0.735,Up,0
2026-08-04T00:04:48+00:00,eth-updown-5m-1785801600,3296548,0xc59ad6423d5e91265ecad573048ebfcd06d2a5e44810d5832f534f6febf8ad2a,ETH,5,2026-08-04T00:05:00+00:00,11.3,1860.5,kline_open,1861.39,binance_ticker,0.04784,Down,0.02,0.34,0.34,0.84,0.01,0.145,Up,0
2026-08-04T00:04:48+00:00,sol-updown-5m-1785801600,3296552,0x03b8ea5f2a32a87d225b8794c0060d09331f03a191656e603ba94e3ec1a7b4a4,SOL,5,2026-08-04T00:05:00+00:00,11.4,73.56,kline_open,73.61,binance_ticker,0.06797,Down,0.01,3.67,3.67,12.49,,0.735,Up,0
2026-08-04T00:04:48+00:00,xrp-updown-5m-1785801600,3296547,0x534e6c080880ad09ea886869a47f5a6b11cc2dac16d3e50f57d7ce909f8c572b,XRP,5,2026-08-04T00:05:00+00:00,11.4,1.0758,kline_open,1.0765,binance_ticker,0.06507,Down,0.05,0,0,0.25,0.01,0.95,Up,0
2026-08-04T00:04:48+00:00,doge-updown-5m-1785801600,3296533,0x706567fdeebe6b8755523927dec269d19fc6d6d86060f142bd11185d1d7992cd,DOGE,5,2026-08-04T00:05:00+00:00,11.4,0.07022,kline_open,0.07025,binance_ticker,0.04272,Down,0.07,0,0,0,0.04,0.18,Up,0
2026-08-04T00:04:48+00:00,bnb-updown-5m-1785801600,3296534,0x75d45528732c9ac310701a524bdf57a6d3518f24db5e66438976c55e86182e83,BNB,5,2026-08-04T00:05:00+00:00,11.4,589.35,kline_open,589.47,binance_ticker,0.02036,Down,0.1,0,0,0,0.05,0.56,Up,0
2026-08-04T00:09:48+00:00,btc-updown-5m-1785801900,3296555,0xaba7009ea9015b283464923240d0c929312d5e018000be3fe0fd79e2a4899407,BTC,5,2026-08-04T00:10:00+00:00,11.4,63459.545,prices_csv,63554.2,binance_ticker,0.14916,Down,0.98,0,0,0,0.97,0.375,Down,1
2026-08-04T00:09:48+00:00,sol-updown-5m-1785801900,3296559,0x9c8f676650b635a2d2d6c320ecdef65ad9b7e0426e016293e162ac06f0d1c44a,SOL,5,2026-08-04T00:10:00+00:00,11.4,73.56,prices_csv,73.6,binance_ticker,0.05438,Down,0.96,0,0,0,0.13,0.37,Down,1
2026-08-04T00:09:48+00:00,xrp-updown-5m-1785801900,3296556,0xe72b218197ab467784f7baac7045d552ce3816d879051b6f6863c2a2bcd93040,XRP,5,2026-08-04T00:10:00+00:00,11.4,1.0758,prices_csv,1.0755,binance_ticker,-0.02789,Up,0.02,0.22,0.22,0.97,0.01,0.095,Down,0
2026-08-04T00:09:48+00:00,doge-updown-5m-1785801900,3296558,0x4872bb267b0084756ec3953023b496103c9735d8d6ea44a2ab6a046e0d6b71a3,DOGE,5,2026-08-04T00:10:00+00:00,11.3,0.07021,prices_csv,0.07026,binance_ticker,0.07121,Down,0.14,0,0,0,0.01,0.5,Up,0
