timestamp_utc,activo,marco,slug,market_id,condition_id,ts_end,offset_s,chainlink_price,chainlink_ref_open,chainlink_direccion_implicita,ask_yes,ask_no,bid_yes,bid_no,outcome_real,acierto_direccion_implicita
2026-09-22T23:59:59.185+00:00,DOGE,5min,doge-updown-5m-1790121300,4825229,0xacb74b3b5ab2c9dd1b19c754a1c77939e0a9c5f25d5f901fbf521b1ea46b53fb,1790121600,-2,0.1004092061564237,0.10036101,Up,,0.01,0.99,,Up,1
2026-09-22T23:59:59.665+00:00,DOGE,5min,doge-updown-5m-1790121300,4825229,0xacb74b3b5ab2c9dd1b19c754a1c77939e0a9c5f25d5f901fbf521b1ea46b53fb,1790121600,-1,0.100409732492809,0.10036101,Up,,0.01,0.99,,Up,1
2026-09-23T00:00:00.502+00:00,DOGE,5min,doge-updown-5m-1790121300,4825229,0xacb74b3b5ab2c9dd1b19c754a1c77939e0a9c5f25d5f901fbf521b1ea46b53fb,1790121600,0,0.1004103949088842,0.10036101,Up,,0.01,0.99,,Up,1
2026-09-23T00:00:01.425+00:00,DOGE,5min,doge-updown-5m-1790121300,4825229,0xacb74b3b5ab2c9dd1b19c754a1c77939e0a9c5f25d5f901fbf521b1ea46b53fb,1790121600,1,0.1004110554355154,0.10036101,Up,,0.01,0.99,,Up,1
2026-09-23T00:00:07.684+00:00,DOGE,5min,doge-updown-5m-1790121300,4825229,0xacb74b3b5ab2c9dd1b19c754a1c77939e0a9c5f25d5f901fbf521b1ea46b53fb,1790121600,2,0.1004110554355154,0.10036101,Up,,0.01,0.99,,Up,1
2026-09-23T00:00:15.019+00:00,DOGE,5min,doge-updown-5m-1790121300,4825229,0xacb74b3b5ab2c9dd1b19c754a1c77939e0a9c5f25d5f901fbf521b1ea46b53fb,1790121600,3,0.1003454838336774,0.10036101,Down,,0.01,0.99,,Up,0
2026-09-23T00:00:22.904+00:00,DOGE,5min,doge-updown-5m-1790121300,4825229,0xacb74b3b5ab2c9dd1b19c754a1c77939e0a9c5f25d5f901fbf521b1ea46b53fb,1790121600,4,0.10029,0.10036101,Down,,0.01,0.99,,Up,0
2026-09-23T00:00:24.500+00:00,DOGE,5min,doge-updown-5m-1790121300,4825229,0xacb74b3b5ab2c9dd1b19c754a1c77939e0a9c5f25d5f901fbf521b1ea46b53fb,1790121600,5,0.1003207992896402,0.10036101,Down,,0.01,0.99,,Up,0
2026-09-23T00:00:29.367+00:00,DOGE,5min,doge-updown-5m-1790121300,4825229,0xacb74b3b5ab2c9dd1b19c754a1c77939e0a9c5f25d5f901fbf521b1ea46b53fb,1790121600,6,0.1003071320951499,0.10036101,Down,,0.01,0.99,,Up,0
2026-09-23T00:00:31.293+00:00,DOGE,5min,doge-updown-5m-1790121300,4825229,0xacb74b3b5ab2c9dd1b19c754a1c77939e0a9c5f25d5f901fbf521b1ea46b53fb,1790121600,8,0.1003236847169186,0.10036101,Down,,0.01,0.99,,Up,0
2026-09-22T23:59:59.503+00:00,BTC,5min,btc-updown-5m-1790121300,4825231,0xbadb485ea23245470169be9dc8670d6315ca5e15f2d2923b2538e831854a94b4,1790121600,-2,86193.69442420486,86165.31709337063,Up,,0.01,0.99,,Up,1
2026-09-22T23:59:59.688+00:00,BTC,5min,btc-updown-5m-1790121300,4825231,0xbadb485ea23245470169be9dc8670d6315ca5e15f2d2923b2538e831854a94b4,1790121600,-1,86193.707585074,86165.31709337063,Up,,0.01,0.99,,Up,1
2026-09-23T00:00:00.676+00:00,BTC,5min,btc-updown-5m-1790121300,4825231,0xbadb485ea23245470169be9dc8670d6315ca5e15f2d2923b2538e831854a94b4,1790121600,0,86193.707585074,86165.31709337063,Up,,0.01,0.99,,Up,1
2026-09-23T00:00:01.501+00:00,BTC,5min,btc-updown-5m-1790121300,4825231,0xbadb485ea23245470169be9dc8670d6315ca5e15f2d2923b2538e831854a94b4,1790121600,1,86193.76146110878,86165.31709337063,Up,,0.01,0.99,,Up,1
2026-09-23T00:00:06.445+00:00,BTC,5min,btc-updown-5m-1790121300,4825231,0xbadb485ea23245470169be9dc8670d6315ca5e15f2d2923b2538e831854a94b4,1790121600,2,86193.97197615042,86165.31709337063,Up,,0.01,0.99,,Up,1
2026-09-23T00:00:14.934+00:00,BTC,5min,btc-updown-5m-1790121300,4825231,0xbadb485ea23245470169be9dc8670d6315ca5e15f2d2923b2538e831854a94b4,1790121600,3,86190.13895680332,86165.31709337063,Up,,0.01,0.99,,Up,1
2026-09-23T00:00:22.873+00:00,BTC,5min,btc-updown-5m-1790121300,4825231,0xbadb485ea23245470169be9dc8670d6315ca5e15f2d2923b2538e831854a94b4,1790121600,4,86159.64733102896,86165.31709337063,Down,,0.01,0.99,,Up,0
2026-09-23T00:00:25.087+00:00,BTC,5min,btc-updown-5m-1790121300,4825231,0xbadb485ea23245470169be9dc8670d6315ca5e15f2d2923b2538e831854a94b4,1790121600,5,86168.7254954983,86165.31709337063,Up,,0.01,0.99,,Up,1
2026-09-23T00:00:29.649+00:00,BTC,5min,btc-updown-5m-1790121300,4825231,0xbadb485ea23245470169be9dc8670d6315ca5e15f2d2923b2538e831854a94b4,1790121600,6,86163.67232667969,86165.31709337063,Down,,0.01,0.99,,Up,0
2026-09-23T00:00:31.942+00:00,BTC,5min,btc-updown-5m-1790121300,4825231,0xbadb485ea23245470169be9dc8670d6315ca5e15f2d2923b2538e831854a94b4,1790121600,8,86168.87980400956,86165.31709337063,Up,,0.01,0.99,,Up,1
2026-09-22T23:59:59.295+00:00,BTC,15min,btc-updown-15m-1790120700,4825182,0xc32e2812c063a2c1227a4c11c35675fe76d53202e602892eec7282096e37b8ca,1790121600,-2,86193.69442420486,86137.10285453995,Up,,0.01,0.99,,Up,1
2026-09-22T23:59:59.516+00:00,BTC,15min,btc-updown-15m-1790120700,4825182,0xc32e2812c063a2c1227a4c11c35675fe76d53202e602892eec7282096e37b8ca,1790121600,-1,86193.707585074,86137.10285453995,Up,,0.01,0.99,,Up,1
2026-09-23T00:00:00.886+00:00,BTC,15min,btc-updown-15m-1790120700,4825182,0xc32e2812c063a2c1227a4c11c35675fe76d53202e602892eec7282096e37b8ca,1790121600,0,86193.707585074,86137.10285453995,Up,,0.01,0.99,,Up,1
2026-09-23T00:00:01.514+00:00,BTC,15min,btc-updown-15m-1790120700,4825182,0xc32e2812c063a2c1227a4c11c35675fe76d53202e602892eec7282096e37b8ca,1790121600,1,86193.97197615042,86137.10285453995,Up,,0.01,0.99,,Up,1
2026-09-23T00:00:08.084+00:00,BTC,15min,btc-updown-15m-1790120700,4825182,0xc32e2812c063a2c1227a4c11c35675fe76d53202e602892eec7282096e37b8ca,1790121600,2,86193.97197615042,86137.10285453995,Up,,0.01,0.99,,Up,1
2026-09-23T00:00:15.319+00:00,BTC,15min,btc-updown-15m-1790120700,4825182,0xc32e2812c063a2c1227a4c11c35675fe76d53202e602892eec7282096e37b8ca,1790121600,3,86190.13895680332,86137.10285453995,Up,,0.01,0.99,,Up,1
2026-09-23T00:00:23.320+00:00,BTC,15min,btc-updown-15m-1790120700,4825182,0xc32e2812c063a2c1227a4c11c35675fe76d53202e602892eec7282096e37b8ca,1790121600,4,86159.883062175,86137.10285453995,Up,,0.01,0.99,,Up,1
2026-09-23T00:00:24.714+00:00,BTC,15min,btc-updown-15m-1790120700,4825182,0xc32e2812c063a2c1227a4c11c35675fe76d53202e602892eec7282096e37b8ca,1790121600,5,86168.7254954983,86137.10285453995,Up,,0.01,0.99,,Up,1
2026-09-23T00:00:29.514+00:00,BTC,15min,btc-updown-15m-1790120700,4825182,0xc32e2812c063a2c1227a4c11c35675fe76d53202e602892eec7282096e37b8ca,1790121600,6,86167.86049899702,86137.10285453995,Up,,0.01,0.99,,Up,1
2026-09-23T00:00:31.948+00:00,BTC,15min,btc-updown-15m-1790120700,4825182,0xc32e2812c063a2c1227a4c11c35675fe76d53202e602892eec7282096e37b8ca,1790121600,8,86168.87980400956,86137.10285453995,Up,,0.01,0.99,,Up,1
2026-09-22T23:59:59.551+00:00,BNB,240min,bnb-updown-4h-1790107200,4810924,0x79a18620c503f98f572c6f1c04ac5fc579eead7596bcc71d762e94214ebfc2dd,1790121600,-2,788.2001045830685,786.3720774531263,Up,,0.003,0.997,,Up,1
2026-09-22T23:59:59.656+00:00,BNB,240min,bnb-updown-4h-1790107200,4810924,0x79a18620c503f98f572c6f1c04ac5fc579eead7596bcc71d762e94214ebfc2dd,1790121600,-1,788.2000651792762,786.3720774531263,Up,,0.003,0.997,,Up,1
2026-09-23T00:00:01.320+00:00,BNB,240min,bnb-updown-4h-1790107200,4810924,0x79a18620c503f98f572c6f1c04ac5fc579eead7596bcc71d762e94214ebfc2dd,1790121600,0,788.2000651792762,786.3720774531263,Up,,0.01,0.99,,Up,1
2026-09-23T00:00:01.509+00:00,BNB,240min,bnb-updown-4h-1790107200,4810924,0x79a18620c503f98f572c6f1c04ac5fc579eead7596bcc71d762e94214ebfc2dd,1790121600,1,788.2139849969169,786.3720774531263,Up,,0.01,0.99,,Up,1
2026-09-23T00:00:07.894+00:00,BNB,240min,bnb-updown-4h-1790107200,4810924,0x79a18620c503f98f572c6f1c04ac5fc579eead7596bcc71d762e94214ebfc2dd,1790121600,2,788.2139849969169,786.3720774531263,Up,,0.001,0.999,,Up,1
2026-09-23T00:00:15.757+00:00,BNB,240min,bnb-updown-4h-1790107200,4810924,0x79a18620c503f98f572c6f1c04ac5fc579eead7596bcc71d762e94214ebfc2dd,1790121600,3,788.2696055623964,786.3720774531263,Up,,0.001,0.999,,Up,1
2026-09-23T00:00:23.555+00:00,BNB,240min,bnb-updown-4h-1790107200,4810924,0x79a18620c503f98f572c6f1c04ac5fc579eead7596bcc71d762e94214ebfc2dd,1790121600,4,788.0748337212891,786.3720774531263,Up,,0.001,0.999,,Up,1
2026-09-23T00:00:25.310+00:00,BNB,240min,bnb-updown-4h-1790107200,4810924,0x79a18620c503f98f572c6f1c04ac5fc579eead7596bcc71d762e94214ebfc2dd,1790121600,5,788.1920056685926,786.3720774531263,Up,,0.001,0.999,,Up,1
2026-09-23T00:00:29.940+00:00,BNB,240min,bnb-updown-4h-1790107200,4810924,0x79a18620c503f98f572c6f1c04ac5fc579eead7596bcc71d762e94214ebfc2dd,1790121600,6,788.09454,786.3720774531263,Up,,0.001,0.999,,Up,1
