timestamp_utc,activo,marco,slug,market_id,condition_id,ts_end,offset_s,chainlink_price,chainlink_ref_open,chainlink_direccion_implicita,ask_yes,ask_no,bid_yes,bid_no,outcome_real,acierto_direccion_implicita
2026-08-01T23:59:58.235+00:00,SOL,15min,sol-updown-15m-1785627900,3251937,0x914dd984281ae99d94495f55a2bd1ed31e6477a35e4bd98139c053e4a0566ede,1785628800,-2,71.89002056650808,71.8623726440767,Up,,0.01,0.99,,Up,1
2026-08-01T23:59:59.260+00:00,SOL,15min,sol-updown-15m-1785627900,3251937,0x914dd984281ae99d94495f55a2bd1ed31e6477a35e4bd98139c053e4a0566ede,1785628800,-1,71.8894327998813,71.8623726440767,Up,,0.01,0.99,,Up,1
2026-08-02T00:00:00.254+00:00,SOL,15min,sol-updown-15m-1785627900,3251937,0x914dd984281ae99d94495f55a2bd1ed31e6477a35e4bd98139c053e4a0566ede,1785628800,0,71.8894327998813,71.8623726440767,Up,,0.01,0.99,,Up,1
2026-08-02T00:00:01.236+00:00,SOL,15min,sol-updown-15m-1785627900,3251937,0x914dd984281ae99d94495f55a2bd1ed31e6477a35e4bd98139c053e4a0566ede,1785628800,1,71.88817050194054,71.8623726440767,Up,,0.01,0.99,,Up,1
2026-08-02T00:00:02.653+00:00,SOL,15min,sol-updown-15m-1785627900,3251937,0x914dd984281ae99d94495f55a2bd1ed31e6477a35e4bd98139c053e4a0566ede,1785628800,2,71.88283818810673,71.8623726440767,Up,,0.01,0.99,,Up,1
2026-08-02T00:00:03.480+00:00,SOL,15min,sol-updown-15m-1785627900,3251937,0x914dd984281ae99d94495f55a2bd1ed31e6477a35e4bd98139c053e4a0566ede,1785628800,3,71.88208732583735,71.8623726440767,Up,,0.01,0.99,,Up,1
2026-08-02T00:00:04.414+00:00,SOL,15min,sol-updown-15m-1785627900,3251937,0x914dd984281ae99d94495f55a2bd1ed31e6477a35e4bd98139c053e4a0566ede,1785628800,4,71.88299408176415,71.8623726440767,Up,,0.01,0.99,,Up,1
2026-08-02T00:00:05.704+00:00,SOL,15min,sol-updown-15m-1785627900,3251937,0x914dd984281ae99d94495f55a2bd1ed31e6477a35e4bd98139c053e4a0566ede,1785628800,5,71.88299408176415,71.8623726440767,Up,,0.01,0.99,,Up,1
2026-08-02T00:00:06.424+00:00,SOL,15min,sol-updown-15m-1785627900,3251937,0x914dd984281ae99d94495f55a2bd1ed31e6477a35e4bd98139c053e4a0566ede,1785628800,6,71.89043421965081,71.8623726440767,Up,,0.01,0.99,,Up,1
2026-08-02T00:00:08.210+00:00,SOL,15min,sol-updown-15m-1785627900,3251937,0x914dd984281ae99d94495f55a2bd1ed31e6477a35e4bd98139c053e4a0566ede,1785628800,8,71.89125365656761,71.8623726440767,Up,,0.01,0.99,,Up,1
2026-08-01T23:59:58.250+00:00,XRP,15min,xrp-updown-15m-1785627900,3251943,0x1795ccb626d5e5d4299ebfdeb61a2c76ca1874bb673aeec45bdf5b987b50314e,1785628800,-2,1.0595705337470016,1.0598018173932608,Down,0.02,0.99,0.01,0.98,Down,1
2026-08-01T23:59:59.223+00:00,XRP,15min,xrp-updown-15m-1785627900,3251943,0x1795ccb626d5e5d4299ebfdeb61a2c76ca1874bb673aeec45bdf5b987b50314e,1785628800,-1,1.0595692545146793,1.0598018173932608,Down,0.02,0.99,0.01,0.94,Down,1
2026-08-02T00:00:00.270+00:00,XRP,15min,xrp-updown-15m-1785627900,3251943,0x1795ccb626d5e5d4299ebfdeb61a2c76ca1874bb673aeec45bdf5b987b50314e,1785628800,0,1.0595692545146793,1.0598018173932608,Down,0.01,,,0.99,Down,1
2026-08-02T00:00:01.270+00:00,XRP,15min,xrp-updown-15m-1785627900,3251943,0x1795ccb626d5e5d4299ebfdeb61a2c76ca1874bb673aeec45bdf5b987b50314e,1785628800,1,1.059569074628264,1.0598018173932608,Down,0.01,,,0.99,Down,1
2026-08-02T00:00:02.438+00:00,XRP,15min,xrp-updown-15m-1785627900,3251943,0x1795ccb626d5e5d4299ebfdeb61a2c76ca1874bb673aeec45bdf5b987b50314e,1785628800,2,1.0595679309131638,1.0598018173932608,Down,0.01,,,0.99,Down,1
2026-08-02T00:00:03.506+00:00,XRP,15min,xrp-updown-15m-1785627900,3251943,0x1795ccb626d5e5d4299ebfdeb61a2c76ca1874bb673aeec45bdf5b987b50314e,1785628800,3,1.0595681084093593,1.0598018173932608,Down,0.01,,,0.99,Down,1
2026-08-02T00:00:04.520+00:00,XRP,15min,xrp-updown-15m-1785627900,3251943,0x1795ccb626d5e5d4299ebfdeb61a2c76ca1874bb673aeec45bdf5b987b50314e,1785628800,4,1.0595824275734953,1.0598018173932608,Down,0.01,,,0.99,Down,1
2026-08-02T00:00:05.648+00:00,XRP,15min,xrp-updown-15m-1785627900,3251943,0x1795ccb626d5e5d4299ebfdeb61a2c76ca1874bb673aeec45bdf5b987b50314e,1785628800,5,1.059590067189506,1.0598018173932608,Down,0.01,,,0.99,Down,1
2026-08-02T00:00:06.489+00:00,XRP,15min,xrp-updown-15m-1785627900,3251943,0x1795ccb626d5e5d4299ebfdeb61a2c76ca1874bb673aeec45bdf5b987b50314e,1785628800,6,1.059590067189506,1.0598018173932608,Down,0.01,,,0.99,Down,1
2026-08-02T00:00:08.300+00:00,XRP,15min,xrp-updown-15m-1785627900,3251943,0x1795ccb626d5e5d4299ebfdeb61a2c76ca1874bb673aeec45bdf5b987b50314e,1785628800,8,1.0595914456066633,1.0598018173932608,Down,0.01,,,0.99,Down,1
2026-08-01T23:59:58.255+00:00,DOGE,5min,doge-updown-5m-1785628500,3251978,0x00c5948b0930b394265764ffe360346e5b4e95d3b184cf949b12c2007d34eb34,1785628800,-2,0.069082,0.069077,Up,0.99,0.02,0.98,0.01,Up,1
2026-08-01T23:59:59.284+00:00,DOGE,5min,doge-updown-5m-1785628500,3251978,0x00c5948b0930b394265764ffe360346e5b4e95d3b184cf949b12c2007d34eb34,1785628800,-1,0.069082,0.069077,Up,0.99,0.02,0.98,0.01,Up,1
2026-08-02T00:00:00.306+00:00,DOGE,5min,doge-updown-5m-1785628500,3251978,0x00c5948b0930b394265764ffe360346e5b4e95d3b184cf949b12c2007d34eb34,1785628800,0,0.069082,0.069077,Up,0.99,0.01,0.98,,Up,1
2026-08-02T00:00:01.231+00:00,DOGE,5min,doge-updown-5m-1785628500,3251978,0x00c5948b0930b394265764ffe360346e5b4e95d3b184cf949b12c2007d34eb34,1785628800,1,0.069084,0.069077,Up,,0.01,0.99,,Up,1
2026-08-02T00:00:02.759+00:00,DOGE,5min,doge-updown-5m-1785628500,3251978,0x00c5948b0930b394265764ffe360346e5b4e95d3b184cf949b12c2007d34eb34,1785628800,2,0.069082,0.069077,Up,,0.01,0.99,,Up,1
2026-08-02T00:00:03.545+00:00,DOGE,5min,doge-updown-5m-1785628500,3251978,0x00c5948b0930b394265764ffe360346e5b4e95d3b184cf949b12c2007d34eb34,1785628800,3,0.069082,0.069077,Up,,0.01,0.99,,Up,1
2026-08-02T00:00:04.344+00:00,DOGE,5min,doge-updown-5m-1785628500,3251978,0x00c5948b0930b394265764ffe360346e5b4e95d3b184cf949b12c2007d34eb34,1785628800,4,0.069082,0.069077,Up,,0.01,0.99,,Up,1
2026-08-02T00:00:05.712+00:00,DOGE,5min,doge-updown-5m-1785628500,3251978,0x00c5948b0930b394265764ffe360346e5b4e95d3b184cf949b12c2007d34eb34,1785628800,5,0.06908118,0.069077,Up,,0.01,0.99,,Up,1
2026-08-02T00:00:06.416+00:00,DOGE,5min,doge-updown-5m-1785628500,3251978,0x00c5948b0930b394265764ffe360346e5b4e95d3b184cf949b12c2007d34eb34,1785628800,6,0.06908205,0.069077,Up,,0.01,0.99,,Up,1
2026-08-02T00:00:08.304+00:00,DOGE,5min,doge-updown-5m-1785628500,3251978,0x00c5948b0930b394265764ffe360346e5b4e95d3b184cf949b12c2007d34eb34,1785628800,8,0.069083,0.069077,Up,,0.01,0.99,,Up,1
2026-08-01T23:59:58.241+00:00,SOL,5min,sol-updown-5m-1785628500,3251981,0x61a0f44720e30dbc8e35cb8b4dcc35060f56ebf48f31ea36deb22d2656614207,1785628800,-2,71.89002056650808,71.8610302544557,Up,,0.01,0.99,,Up,1
2026-08-01T23:59:59.277+00:00,SOL,5min,sol-updown-5m-1785628500,3251981,0x61a0f44720e30dbc8e35cb8b4dcc35060f56ebf48f31ea36deb22d2656614207,1785628800,-1,71.8894327998813,71.8610302544557,Up,,0.01,0.99,,Up,1
2026-08-02T00:00:00.234+00:00,SOL,5min,sol-updown-5m-1785628500,3251981,0x61a0f44720e30dbc8e35cb8b4dcc35060f56ebf48f31ea36deb22d2656614207,1785628800,0,71.8894327998813,71.8610302544557,Up,,0.01,0.99,,Up,1
2026-08-02T00:00:01.242+00:00,SOL,5min,sol-updown-5m-1785628500,3251981,0x61a0f44720e30dbc8e35cb8b4dcc35060f56ebf48f31ea36deb22d2656614207,1785628800,1,71.88817050194054,71.8610302544557,Up,,0.01,0.99,,Up,1
2026-08-02T00:00:02.722+00:00,SOL,5min,sol-updown-5m-1785628500,3251981,0x61a0f44720e30dbc8e35cb8b4dcc35060f56ebf48f31ea36deb22d2656614207,1785628800,2,71.88283818810673,71.8610302544557,Up,,0.01,0.99,,Up,1
