evento_timestamp_utc,market_id,strategy,subtype,direction,precio_original,ratio_original,ratio_contrario_inicial,ratio_contrario_max,mejora_contraria,habria_operado,acierto,pnl_neto_dryrun,resolved_ts
2026-09-02T23:28:25+00:00,4091574,GBM_LATE_5M,BTC#5min,BUY_YES,0.765,936.8,217.3,823.0,True,True,1,0.4882,2026-09-02T23:45:08+00:00
2026-09-02T23:51:14+00:00,4092977,STREAK_FADE_5M,DOGE#5min,BUY_NO,0.51,103.7,0.0,0.0,False,False,0,-0.5100,2026-09-03T00:15:06+00:00
2026-09-02T23:57:26+00:00,4093765,STREAK_FADE_5M,DOGE#5min,BUY_NO,0.51,175.8,0.0,0.0,False,False,0,-0.5100,2026-09-03T00:15:06+00:00
2026-09-03T00:01:05+00:00,4093831,BALLENAS_TARDIAS,BTC#15min,BUY_YES,0.37,279.2,0.0,8719.4,True,True,0,-1.0710,2026-09-03T00:30:05+00:00
2026-09-03T01:01:43+00:00,4097394,LIQUIDACIONES_5M,ETH#5min,BUY_YES,0.495,598.5,0.0,0.0,False,False,0,-0.5100,2026-09-03T01:30:04+00:00
2026-09-03T01:15:56+00:00,4098128,BALLENAS_TARDIAS,BTC#15min,BUY_YES,0.31,70.9,3799.5,7756.4,True,True,0,-1.0710,2026-09-03T01:45:05+00:00
2026-09-03T01:25:25+00:00,4099098,STREAK_FADE_5M,DOGE#5min,BUY_NO,0.51,117.0,0.0,0.0,False,False,0,-0.5100,2026-09-03T01:45:05+00:00
2026-09-03T01:30:19+00:00,4099120,STREAK_FADE_5M,DOGE#5min,BUY_NO,0.51,153.5,0.0,0.0,False,False,0,-0.5100,2026-09-03T01:45:05+00:00
2026-09-03T02:00:55+00:00,4100364,BALLENAS_TARDIAS,BTC#15min,BUY_YES,0.44,48.0,3598.0,7939.3,True,True,1,1.3154,2026-09-03T02:30:08+00:00
2026-09-03T02:30:58+00:00,4101196,STREAK_FADE_5M,DOGE#5min,BUY_NO,0.51,113.5,0.0,0.0,False,False,0,-0.5100,2026-09-03T02:45:06+00:00
2026-09-03T02:35:42+00:00,4101725,STREAK_FADE_5M,DOGE#5min,BUY_NO,0.51,193.1,0.0,24.3,True,True,1,0.4704,2026-09-03T03:00:08+00:00
2026-09-03T02:36:29+00:00,4101721,LIQUIDACIONES_5M,ETH#5min,BUY_YES,0.455,697.7,0.0,0.0,False,False,0,-0.5100,2026-09-03T03:00:08+00:00
2026-09-03T02:45:57+00:00,4102108,BALLENAS_TARDIAS,BTC#15min,BUY_YES,0.42,2499.0,394.2,414.8,False,False,1,1.4290,2026-09-03T03:15:04+00:00
2026-09-03T03:00:56+00:00,4102972,BALLENAS_TARDIAS,BTC#15min,BUY_YES,0.41,4613.6,0.0,0.0,False,False,1,1.4900,2026-09-03T03:30:06+00:00
2026-09-03T03:17:09+00:00,4103120,BALLENAS_TARDIAS,BTC#15min,BUY_YES,0.33,142.6,21.2,93.3,True,True,0,-1.0710,2026-09-03T03:45:05+00:00
2026-09-03T03:31:10+00:00,4103912,BALLENAS_TARDIAS,BTC#15min,BUY_YES,0.36,360.1,78.2,7604.9,True,True,0,-1.0710,2026-09-03T04:00:08+00:00
2026-09-03T03:45:58+00:00,4104033,BALLENAS_TARDIAS,BTC#15min,BUY_YES,0.41,189.7,229.0,7423.0,True,True,1,1.4900,2026-09-03T04:15:04+00:00
2026-09-03T04:17:00+00:00,4105511,LIQUIDACIONES_5M,ETH#5min,BUY_YES,0.415,339.4,0.0,0.0,False,False,0,-0.5100,2026-09-03T04:30:08+00:00
2026-09-03T04:45:45+00:00,4106983,STREAK_MOM_5M,DOGE#5min,BUY_NO,0.51,165.8,0.0,0.0,False,False,0,-0.5100,2026-09-03T05:00:06+00:00
2026-09-03T04:56:28+00:00,4108195,LIQUIDACIONES_5M,ETH#5min,BUY_YES,0.495,807.7,0.0,0.0,False,False,0,-0.5100,2026-09-03T05:15:07+00:00
2026-09-03T05:00:38+00:00,4108242,STREAK_FADE_5M,DOGE#5min,BUY_NO,0.51,40.7,0.0,0.0,False,False,0,-0.5100,2026-09-03T05:30:06+00:00
2026-09-03T05:15:37+00:00,4108821,STREAK_MOM_5M,DOGE#5min,BUY_NO,0.51,44.8,0.0,0.0,False,False,1,0.4704,2026-09-03T05:45:06+00:00
2026-09-03T05:21:32+00:00,4109066,LIQUIDACIONES_5M,ETH#5min,BUY_YES,0.5,514.3,0.0,0.0,False,False,0,-0.5100,2026-09-03T05:45:06+00:00
2026-09-03T05:30:43+00:00,4109933,STREAK_MOM_5M,DOGE#5min,BUY_NO,0.51,170.8,0.0,0.0,False,False,0,-0.5100,2026-09-03T06:00:06+00:00
2026-09-03T05:50:25+00:00,4110585,STREAK_FADE_5M,DOGE#5min,BUY_NO,0.51,131.0,0.0,0.0,False,False,0,-0.5100,2026-09-03T06:15:07+00:00
2026-09-03T05:55:40+00:00,4111757,STREAK_FADE_5M,DOGE#5min,BUY_NO,0.51,53.7,0.0,0.0,False,False,0,-0.5100,2026-09-03T06:30:09+00:00
2026-09-03T06:12:00+00:00,4111878,LIQUIDACIONES_5M,ETH#5min,BUY_YES,0.495,158.8,0.0,298.1,True,True,1,0.5001,2026-09-03T06:30:09+00:00
2026-09-03T06:21:28+00:00,4112667,STREAK_FADE_5M,DOGE#5min,BUY_NO,0.51,155.7,0.0,0.0,False,False,0,-0.5100,2026-09-03T06:45:14+00:00
2026-09-03T09:42:04+00:00,4117970,LIQUIDACIONES_5M,ETH#5min,BUY_YES,0.5,525.5,0.0,0.0,False,False,0,-0.5100,2026-09-03T10:15:10+00:00
2026-09-03T10:01:49+00:00,4118900,LIQUIDACIONES_5M,ETH#5min,BUY_YES,0.5,426.0,0.0,411.8,True,True,0,-0.5100,2026-09-03T10:30:08+00:00
2026-09-03T10:42:12+00:00,4120581,BALLENAS_TARDIAS,BTC#15min,BUY_YES,0.02,34.7,0.0,0.0,False,False,0,-1.0710,2026-09-03T11:00:09+00:00
2026-09-03T12:27:07+00:00,4127150,BALLENAS_TARDIAS,BTC#15min,BUY_YES,0.03,6.3,21549.8,21959.6,False,False,0,-1.0710,2026-09-03T12:45:07+00:00
2026-09-03T14:01:37+00:00,4134807,BALLENAS_TARDIAS,BTC#15min,BUY_YES,0.35,34.3,8104.6,8104.6,False,False,1,1.9290,2026-09-03T14:30:10+00:00
2026-09-03T14:21:45+00:00,4137434,STREAK_FADE_5M,DOGE#5min,BUY_NO,0.505,203.5,0.0,0.0,False,False,0,-0.5100,2026-09-03T14:45:07+00:00
2026-09-03T14:30:45+00:00,4138335,STREAK_FADE_5M,DOGE#5min,BUY_NO,0.5,177.2,0.0,0.0,False,False,0,-0.5100,2026-09-03T15:00:08+00:00
2026-09-03T14:36:49+00:00,4138401,STREAK_FADE_5M,DOGE#5min,BUY_NO,0.5,205.4,0.0,0.0,False,False,0,-0.5100,2026-09-03T15:15:07+00:00
2026-09-03T14:41:37+00:00,4139160,STREAK_FADE_5M,DOGE#5min,BUY_NO,0.5,143.4,0.0,0.0,False,False,0,-0.5100,2026-09-03T15:15:07+00:00
2026-09-03T14:46:28+00:00,4139184,STREAK_FADE_5M,DOGE#5min,BUY_NO,0.5,139.9,0.0,0.0,False,False,0,-0.5100,2026-09-03T15:15:07+00:00
2026-09-03T14:51:24+00:00,4139207,LIQUIDACIONES_5M,ETH#5min,BUY_YES,0.505,301.7,0.0,0.0,False,False,0,-0.5100,2026-09-03T15:15:07+00:00
2026-09-03T14:51:24+00:00,4139205,STREAK_FADE_5M,DOGE#5min,BUY_NO,0.5,70.5,0.0,40.7,True,True,1,0.4900,2026-09-03T15:15:07+00:00
2026-09-03T14:55:54+00:00,4140016,STREAK_FADE_5M,DOGE#5min,BUY_NO,0.505,119.7,0.0,19.5,True,True,0,-0.5100,2026-09-03T15:15:07+00:00
2026-09-03T15:02:21+00:00,4140036,STREAK_FADE_5M,DOGE#5min,BUY_NO,0.505,198.2,0.0,0.0,False,False,0,-0.5100,2026-09-03T15:30:09+00:00
2026-09-03T15:47:10+00:00,4143906,BALLENAS_TARDIAS,BTC#15min,BUY_YES,0.41,6993.5,0.0,0.0,False,False,1,1.4900,2026-09-03T16:15:05+00:00
