timestamp_utc,slug,market_id,condition_id,activo,marco,end_date,restante_s_objetivo,restante_s_real,precio_yes,lado_favorito,best_ask_favorito,ask_usd_le5c,best_bid_favorito,profundidad_favorito_usd,n_niveles_favorito,outcome_real,favorito_gano
2026-08-03T00:01:00+00:00,sol-updown-5m-1785715200,3277997,0x6f35b9784e5898160c858c359b6a71ec80f5ff470cfec86d7e755877f6052861,SOL,5min,2026-08-03T00:05:00+00:00,240,239.9,0.5,Up,0.34,35.2,0.32,16519.31,66,Down,0
2026-08-03T00:02:00+00:00,eth-updown-5m-1785715200,3277999,0x3b28fed2c1131f9544fb0ed8bbff0568f367bdace529567419f18518f60aec5d,ETH,5min,2026-08-03T00:05:00+00:00,180,179.6,0.495,Down,0.8,179.26,0.79,10660.6,20,Down,1
2026-08-03T00:02:00+00:00,xrp-updown-15m-1785715200,3278012,0x7f87a06abc8affcc093db43ab6ea72b32015a08d87134183e1d5cfa675d2fead,XRP,15min,2026-08-03T00:15:00+00:00,780,779.5,0.495,Down,0.69,179.15,0.68,10116.52,24,Down,1
2026-08-03T00:06:00+00:00,sol-updown-5m-1785715500,3278037,0x0defd7cb6fb6bfcf9df45a4417d327af545ccc4ed1812b31a7611c88afbe3bd5,SOL,5min,2026-08-03T00:10:00+00:00,240,239.9,0.495,Down,0.6,130.03,0.59,16759.49,40,Down,1
2026-08-03T00:07:00+00:00,eth-updown-5m-1785715500,3278039,0x03d8d46b5eabe552b75eb876da2f9ae78a296d14d79e4d5ce0feab7889b72483,ETH,5min,2026-08-03T00:10:00+00:00,180,179.6,0.505,Up,0.1,87.88,0.09,16541.71,90,Down,0
2026-08-03T00:07:00+00:00,sol-updown-15m-1785715200,3278009,0x28b838f5c754c1fc1503bca2f9db52aa8fc9ef29567aa92d4c3b005f92acc147,SOL,15min,2026-08-03T00:15:00+00:00,480,479.5,0.335,Down,0.97,1365.47,0.96,1365.47,3,Down,1
2026-08-03T00:10:00+00:00,eth-updown-15m-1785715200,3278010,0x215662d57e7a8bab47502a75b535e006f0afb5d00660c6e06e63766f8c97ed9e,ETH,15min,2026-08-03T00:15:00+00:00,300,299.9,0.0105,Down,0.99,2807.73,0.987,2807.73,5,Down,1
2026-08-03T00:11:00+00:00,sol-updown-5m-1785715800,3278069,0xe2a3becb6ca6fdadab2ec5009fa19aca204db2f6761aa67b7a001aa06f84f495,SOL,5min,2026-08-03T00:15:00+00:00,240,239.9,0.505,Up,0.42,41.19,0.41,16437.37,58,Down,0
2026-08-03T00:12:00+00:00,eth-updown-5m-1785715800,3278070,0xdcda9a6a591f58cf7ae3bfeab3ca04fd92acf68470a72380017b4c56f2954c10,ETH,5min,2026-08-03T00:15:00+00:00,180,179.9,0.495,Down,0.66,113.22,0.65,16559.26,34,Down,1
2026-08-03T00:14:00+00:00,btc-updown-15m-1785715200,3278001,0xdd25208c479feadcd7a3c22cf2e0dc64bde7d21b82ecff0c163c06af2f3e11a2,BTC,15min,2026-08-03T00:15:00+00:00,60,59.9,0.0005,Down,,0,0.999,0,0,Down,1
2026-08-03T00:16:00+00:00,sol-updown-5m-1785716100,3278102,0x6ea15d585c56b3331016d3f62a77f617b7eae7158b7605aa5612857e4952dda9,SOL,5min,2026-08-03T00:20:00+00:00,240,239.9,0.495,Down,0.37,40.68,0.36,16000.75,63,Down,1
2026-08-03T00:17:00+00:00,eth-updown-5m-1785716100,3278091,0x704f8bf081b1b55ba3ea00cc40f666e31ec33612d6567d16a213161abe0665a3,ETH,5min,2026-08-03T00:20:00+00:00,180,179.5,0.495,Down,0.47,107.68,0.46,17139.24,53,Down,1
2026-08-03T00:17:00+00:00,xrp-updown-15m-1785716100,3278093,0x72a607b952605b0cb6dc99535071039ed0b6fb33980c3d07b77745c6f0fce006,XRP,15min,2026-08-03T00:30:00+00:00,780,779.4,0.555,Up,0.55,57.02,0.54,9871.02,21,Down,0
2026-08-03T00:21:00+00:00,sol-updown-5m-1785716400,3278106,0x51f4a79ce5d87bfacfc68cecca679c3a4efb8ab57bcf0e434053f4dd840ccd6e,SOL,5min,2026-08-03T00:25:00+00:00,240,239.9,0.505,Up,0.34,19.97,0.33,17155.54,66,Down,0
2026-08-03T00:22:00+00:00,eth-updown-5m-1785716400,3278111,0x80e9d75c141f21d5d802ef3b2a9d9735069c53431a4952bc1955d2b27cb46ac3,ETH,5min,2026-08-03T00:25:00+00:00,180,179.7,0.545,Up,0.9,1910.06,0.89,12080.75,10,Down,0
2026-08-03T00:22:00+00:00,sol-updown-15m-1785716100,3278099,0x16ec6e43852bcfafb42fd4e1d49fe1c60f7f0f9ba795e4d34edc3ccdcd4f9cff,SOL,15min,2026-08-03T00:30:00+00:00,480,479.6,0.395,Down,0.58,78.86,0.57,10367.91,42,Down,1
2026-08-03T00:25:00+00:00,eth-updown-15m-1785716100,3278096,0x83dd493fa1303e6f5f23ce77b05e8fb5eed772e62d90c37f40cf7c40da6bc7b1,ETH,15min,2026-08-03T00:30:00+00:00,300,299.9,0.265,Down,0.82,233.85,0.81,11177.44,18,Down,1
2026-08-03T00:26:00+00:00,sol-updown-5m-1785716700,3278162,0xab03e51d51ffaab2e916243054e1f249ab9b8f8a184dda826cf4bf15dfa677f5,SOL,5min,2026-08-03T00:30:00+00:00,240,239.9,0.505,Up,0.29,15.8,0.27,13699.12,61,Down,0
2026-08-03T00:27:00+00:00,eth-updown-5m-1785716700,3278160,0xcd2bf0bf0f20a422c8eb58c37e8c4c65d662034afcf3f280ff1c7c7f9b6be70d,ETH,5min,2026-08-03T00:30:00+00:00,180,179.9,0.505,Up,0.46,86.58,0.45,14264.2,48,Down,0
2026-08-03T00:29:00+00:00,btc-updown-15m-1785716100,3278098,0x059fd7d3047815fdf61875591ff06b222a996ef47c713953962326c0e3b831ef,BTC,15min,2026-08-03T00:30:00+00:00,60,59.9,0.015,Down,,0,0.99,0,0,Down,1
2026-08-03T00:31:00+00:00,sol-updown-5m-1785717000,3278173,0x893a5da813d25ef87367970eb9a70d9fff268d4d4b4d15354a6b856b2923c22a,SOL,5min,2026-08-03T00:35:00+00:00,240,239.9,0.505,Up,0.42,30.53,0.4,15829.0,58,Up,1
