timestamp_utc,slug,market_id,condition_id,activo,end_date,restante_s,py_yes,lado,direccion,best_bid,best_ask,spread,profundidad_usd,n_niveles,outcome_real,acierto
2026-09-09T00:04:50+00:00,xrp-updown-5m-1788912000,4352322,0x745cb7c55cd08443d850f5e14d4fe66f704e2b05cbbf51e7a8b1b074d5b2c8bf,XRP,2026-09-09T00:05:00+00:00,9.8,0.915,Up,BUY_YES,0.999,,,,0,Up,1
2026-09-09T00:04:50+00:00,doge-updown-5m-1788912000,4352336,0x05f0ca494b09cd2e6dfab650f9fac91153c59847a8581e3779475fb5434ae8b9,DOGE,2026-09-09T00:05:00+00:00,9.9,0.995,Up,BUY_YES,0.999,,,,0,Up,1
2026-09-09T00:09:50+00:00,xrp-updown-5m-1788912300,4352364,0x6b0c984dca88dc6f25de9044aa617aaef6cdef27a97ca3997ef2ffc8a75cbd41,XRP,2026-09-09T00:10:00+00:00,9.9,0.945,Up,BUY_YES,0.99,,,,0,Up,1
2026-09-09T00:09:50+00:00,doge-updown-5m-1788912300,4352363,0xde924558b7993160de176679b0fa224c16491c8aeee104fc3e3da214f236f941,DOGE,2026-09-09T00:10:00+00:00,9.9,0.935,Up,BUY_YES,0.99,,,,0,Up,1
2026-09-09T00:09:50+00:00,bnb-updown-5m-1788912300,4352360,0x0488ff805580a55765aed503df2d9c5589b8a3986b116d621ba6568627560cfe,BNB,2026-09-09T00:10:00+00:00,9.7,0.995,Up,BUY_YES,0.999,,,,0,Up,1
2026-09-09T00:14:50+00:00,xrp-updown-5m-1788912600,4352371,0xac30061ae0f3b5f9e9c30354a3b6924b900370462ac7e57051979c954b5d8547,XRP,2026-09-09T00:15:00+00:00,9.9,0.98,Up,BUY_YES,0.99,,,,0,Up,1
2026-09-09T00:14:50+00:00,doge-updown-5m-1788912600,4352368,0xf5ffb22f6726a4883e2d457016876b101d09b48f26c052abdc73d8a989195a1e,DOGE,2026-09-09T00:15:00+00:00,9.9,0.965,Up,BUY_YES,0.99,,,,0,Up,1
2026-09-09T00:14:50+00:00,bnb-updown-5m-1788912600,4352367,0x157fabdb04856588b5a4b008c833476fdf01e5c0ce66c8e90cc2904423768401,BNB,2026-09-09T00:15:00+00:00,9.9,0.375,Down,BUY_NO,,0.01,,1616.76,98,Up,0
2026-09-09T00:19:50+00:00,xrp-updown-5m-1788912900,4352451,0x262a037f93e407b476a9a5db2d3e9f7a67321fbbeb54b59c72e0b2c3234db6d7,XRP,2026-09-09T00:20:00+00:00,9.9,0.125,Down,BUY_NO,0.999,,,,0,Down,1
2026-09-09T00:19:50+00:00,doge-updown-5m-1788912900,4352436,0x7f0f501cb9a9211142b7d36965bdc2d3a29a7b95a98ede24efa9fffda3c4e653,DOGE,2026-09-09T00:20:00+00:00,9.9,0.005,Down,BUY_NO,0.99,,,,0,Down,1
2026-09-09T00:19:50+00:00,bnb-updown-5m-1788912900,4352437,0x1af2e9e50237e094ce796c717a939846f627c0a432ceaa320c8f55a6dc532909,BNB,2026-09-09T00:20:00+00:00,9.9,0.9995,Up,BUY_YES,0.999,,,,0,Up,1
