timestamp_utc,slug,market_id,condition_id,activo,marco,end_date,restante_s_objetivo,restante_s_real,precio_yes,lado_favorito,best_ask_favorito,ask_usd_le5c,best_bid_favorito,profundidad_favorito_usd,n_niveles_favorito,outcome_real,favorito_gano
2026-07-31T00:01:00+00:00,sol-updown-5m-1785456000,3214740,0x276608849e7a614f4bd252cef6e1e5d170e4d52079654cf3783e273fe4adbc56,SOL,5min,2026-07-31T00:05:00+00:00,240,239.9,0.505,Up,0.71,295.34,0.7,15982.05,29,Up,1
2026-07-31T00:02:00+00:00,eth-updown-5m-1785456000,3214743,0x5179b4ee34ff5aa98ef4e78914f5cba286cbfe2705db3797b7cf729924f316a9,ETH,5min,2026-07-31T00:05:00+00:00,180,179.7,0.835,Up,0.8,868.02,0.79,14671.55,20,Up,1
2026-07-31T00:02:00+00:00,xrp-updown-15m-1785456000,3214736,0x429d5b8c8204146b1031145156887875934e4cb3f9f11c632c03d77e8fabe140,XRP,15min,2026-07-31T00:15:00+00:00,780,779.6,0.625,Up,0.64,84.17,0.63,10916.62,23,Up,1
2026-07-31T00:06:00+00:00,sol-updown-5m-1785456300,3214781,0x431109b403903303a83adbd5d3a74c6e6e4fabf16f3f19f86a026890bb81f89a,SOL,5min,2026-07-31T00:10:00+00:00,240,239.9,0.505,Up,0.69,276.33,0.68,16119.03,31,Down,0
2026-07-31T00:07:00+00:00,eth-updown-5m-1785456300,3214792,0x79b0d6ac35e1a5e5afdd1e3e15f8bf50664dcc8c9aabcfbf8e470ceac80a9f47,ETH,5min,2026-07-31T00:10:00+00:00,180,179.7,0.505,Up,0.39,76.37,0.38,18175.4,61,Down,0
2026-07-31T00:07:00+00:00,sol-updown-15m-1785456000,3214738,0x40d83cc25ee9c42b317d61022ec7ce515f0de9d8fda0203185db60f9908b65b8,SOL,15min,2026-07-31T00:15:00+00:00,480,479.7,0.875,Up,0.81,547.26,0.8,8798.5,19,Up,1
2026-07-31T00:10:00+00:00,eth-updown-15m-1785456000,3214728,0x0a125f10337dcf7850e80c0b335704383a2b66924a34936551bc3bda2fa9ef29,ETH,15min,2026-07-31T00:15:00+00:00,300,299.9,0.695,Up,0.61,282.09,0.6,8928.0,39,Up,1
2026-07-31T00:11:00+00:00,sol-updown-5m-1785456600,3214856,0x1d9c34fa31fc83867e07ffc408cb7a60a5ad540374c23b6557f260a939a15341,SOL,5min,2026-07-31T00:15:00+00:00,240,239.8,0.505,Up,0.65,52.67,0.64,14448.09,34,Up,1
2026-07-31T00:12:00+00:00,eth-updown-5m-1785456600,3214853,0x3f9349e9ae930251bfa53e257e119ff9a2970856e7776dab4acf2c57d44bb1a8,ETH,5min,2026-07-31T00:15:00+00:00,180,179.9,0.505,Up,0.37,276.88,0.36,19017.38,63,Up,1
2026-07-31T00:14:00+00:00,btc-updown-15m-1785456000,3214742,0x66b4496d4765059acd98abf314c3965defea339510540ac9f597f884da3affcd,BTC,15min,2026-07-31T00:15:00+00:00,60,59.9,0.735,Up,0.78,297.46,0.77,10102.93,22,Up,1
2026-07-31T00:16:00+00:00,sol-updown-5m-1785456900,3214877,0x46e87e976237ab6faa671aed51ea92b7f66d77137ce8d1b611cbc1f1944efee6,SOL,5min,2026-07-31T00:20:00+00:00,240,239.9,0.505,Up,0.45,60.76,0.43,16519.98,55,Down,0
2026-07-31T00:17:00+00:00,eth-updown-5m-1785456900,3214870,0x1154006630ab3f6a2db7cb057335accf0f61f048293dd9f3c629667945f31588,ETH,5min,2026-07-31T00:20:00+00:00,180,179.5,0.425,Down,0.64,498.81,0.63,9668.95,36,Down,1
2026-07-31T00:17:00+00:00,xrp-updown-15m-1785456900,3214871,0x8847cf552eec9b15d3c6c74824da52683053d23372ca23bec47443ada7fb582e,XRP,15min,2026-07-31T00:30:00+00:00,780,779.4,0.515,Up,0.56,74.27,0.55,9851.55,16,Up,1
2026-07-31T00:21:00+00:00,sol-updown-5m-1785457200,3214938,0x0e31f9985aada5a9ab62cea7671492a692559bef4fb574951b7d94cb3f06cc7d,SOL,5min,2026-07-31T00:25:00+00:00,240,239.9,0.695,Up,0.7,188.54,0.69,15444.9,30,Up,1
2026-07-31T00:22:00+00:00,eth-updown-5m-1785457200,3214944,0xfa69a9d58514b364db363ec6291053b147bc7f090167c8cece73901c2d43c585,ETH,5min,2026-07-31T00:25:00+00:00,180,179.7,0.605,Up,0.41,257.02,0.4,18997.89,59,Up,1
2026-07-31T00:22:00+00:00,sol-updown-15m-1785456900,3214865,0x8c784045acd52ba597dbf5448082300a5e62ef338bd90c97e37b29d608bb481c,SOL,15min,2026-07-31T00:30:00+00:00,480,479.6,0.285,Down,0.83,312.04,0.82,9300.16,17,Down,1
2026-07-31T00:25:00+00:00,eth-updown-15m-1785456900,3214875,0xdb84d6bfa4e0ab667349276d5b47df062a90baf5b7d1ea3ad2db390be0bfe099,ETH,15min,2026-07-31T00:30:00+00:00,300,299.9,0.295,Down,0.84,228.44,0.83,8782.73,16,Down,1
2026-07-31T00:26:00+00:00,sol-updown-5m-1785457500,3214983,0x15813f81ff8ecb50f1bfb35761a5e7e1f6d32ae8133f00dbc6031bc7515f5cb4,SOL,5min,2026-07-31T00:30:00+00:00,240,239.9,0.505,Up,0.5,75.03,0.49,16517.91,50,Down,0
2026-07-31T00:27:00+00:00,eth-updown-5m-1785457500,3214987,0xe4ed1307912883654d52880c72fab43b8fbd31fe139f82b2882a3172b5d85f05,ETH,5min,2026-07-31T00:30:00+00:00,180,179.9,0.505,Up,0.5,325.45,0.49,19521.74,50,Up,1
2026-07-31T00:29:00+00:00,btc-updown-15m-1785456900,3214867,0xfb6cbbf6c24101d23be22d26c312eea43cddf7f0c93c9093e0d1568150e397d1,BTC,15min,2026-07-31T00:30:00+00:00,60,59.9,0.005,Down,,0,0.99,0,0,Down,1
2026-07-31T00:31:00+00:00,sol-updown-5m-1785457800,3215004,0x6625fd85ae0d8e01de62f108b386897ccf67060fa708d50ef2bc17afa75da7c6,SOL,5min,2026-07-31T00:35:00+00:00,240,239.9,0.505,Up,0.75,188.92,0.74,16071.64,25,Down,0
2026-07-31T00:32:00+00:00,eth-updown-5m-1785457800,3215001,0x0d57749d57f444ba99ff4a1bb31f3d68bbbcbf0472a6eb5b8995a09780d45baf,ETH,5min,2026-07-31T00:35:00+00:00,180,179.7,0.625,Up,0.51,183.02,0.5,17242.93,49,Down,0
2026-07-31T00:32:00+00:00,xrp-updown-15m-1785457800,3214995,0x858363cb24d0e89dff7bf2d37ee3788686ed8d4ed3354807eb968432dc7c4cda,XRP,15min,2026-07-31T00:45:00+00:00,780,779.6,0.515,Up,0.48,66.96,0.47,10821.42,33,Down,0
2026-07-31T00:36:00+00:00,sol-updown-5m-1785458100,3215059,0xe208823408bf528c7f51a6fa5aa7a20d358b4e5becfe04b4e33a8871a0c5fc78,SOL,5min,2026-07-31T00:40:00+00:00,240,239.9,0.505,Up,0.67,123.8,0.66,16062.88,33,Down,0
2026-07-31T00:37:00+00:00,eth-updown-5m-1785458100,3215063,0xe527b38806cefe22dccb47d7a64198186c15307f51ef003afdf79631641b78d0,ETH,5min,2026-07-31T00:40:00+00:00,180,179.7,0.505,Up,0.39,158.03,0.38,9813.91,61,Down,0
2026-07-31T00:37:00+00:00,sol-updown-15m-1785457800,3215000,0xaa8d9c62a971f4d225e646fa739a8a3d326f34db27fe64b991255466da8e1d68,SOL,15min,2026-07-31T00:45:00+00:00,480,479.6,0.355,Down,0.78,221.6,0.77,11965.1,22,Down,1
2026-07-31T00:40:00+00:00,eth-updown-15m-1785457800,3214992,0x47fe1a688c02d2f6587b216da96a770855c72184d47df6cc6c95dcc093744d67,ETH,15min,2026-07-31T00:45:00+00:00,300,299.9,0.445,Down,0.64,118.81,0.63,11099.8,36,Down,1
