timestamp_utc,slug,market_id,condition_id,activo,end_date,restante_s,py_yes,lado,direccion,best_bid,best_ask,spread,profundidad_usd,n_niveles,outcome_real,acierto
2026-09-03T00:04:50+00:00,xrp-updown-5m-1788393600,4093819,0x510819fb22df48d06b45a2786a303b725ea1f8701ba6f72d022aa0952689913a,XRP,2026-09-03T00:05:00+00:00,9.8,0.995,Up,BUY_YES,0.99,,,,0,Up,1
2026-09-03T00:04:50+00:00,doge-updown-5m-1788393600,4093823,0x372393143b357515842aaa9cbd8cc553ca80351b4cdc2912304d338ac3db251c,DOGE,2026-09-03T00:05:00+00:00,9.8,0.89,Up,BUY_YES,0.99,,,,0,Up,1
2026-09-03T00:04:50+00:00,bnb-updown-5m-1788393600,4093828,0x37ed413598bc96690962b4bae2e2fdb99261f6a69e1f9fe9d9ddc5d22e5626fc,BNB,2026-09-03T00:05:00+00:00,9.8,0.965,Up,BUY_YES,0.999,,,,0,Up,1
2026-09-03T00:09:50+00:00,xrp-updown-5m-1788393900,4093877,0x8f550c30fdad71c77787382840a23c19351636124cdd68637e3b8893f8c0a8a6,XRP,2026-09-03T00:10:00+00:00,9.6,0.26,Down,BUY_NO,0.99,,,,0,Down,1
2026-09-03T00:09:50+00:00,doge-updown-5m-1788393900,4093881,0x6b851214a5cf6aa87c770d0e3db6d6270e4ee29c06183d5906c4210091f6a95a,DOGE,2026-09-03T00:10:00+00:00,9.6,0.38,Down,BUY_NO,0.999,,,,0,Down,1
2026-09-03T00:09:50+00:00,bnb-updown-5m-1788393900,4093880,0xb8fcb32fb0c7d63b20b6c52c0223be517a9709a841ecfd8463b46c49e1e0e2b0,BNB,2026-09-03T00:10:00+00:00,9.6,0.19,Down,BUY_NO,0.99,,,,0,Down,1
2026-09-03T00:14:50+00:00,xrp-updown-5m-1788394200,4093917,0xfaf9b1cd1a2fc349c81cfc0ef21c8823955d69f8dc0f5fdcd3b9b6c4e44035f8,XRP,2026-09-03T00:15:00+00:00,9.2,0.82,Up,BUY_YES,0.99,,,,0,Up,1
2026-09-03T00:14:50+00:00,doge-updown-5m-1788394200,4093916,0x44c45d6b03eecef97ca945586f93c491f08bce3e96841a1b25ebbccac4c26a91,DOGE,2026-09-03T00:15:00+00:00,9.1,0.9,Up,BUY_YES,0.03,0.16,0.13,759.6,32,Up,1
2026-09-03T00:14:50+00:00,bnb-updown-5m-1788394200,4093914,0xa10e290a13d9db270ff2adb4eb0cd96798c87b9207fb5215da63ca57952b344a,BNB,2026-09-03T00:15:00+00:00,9.2,0.855,Up,BUY_YES,,0.01,,1352.92,77,Down,0
2026-09-03T00:29:50+00:00,xrp-updown-5m-1788395100,4095909,0xcf9690d87d3fb90fc41a5b64ed3248a16aef3370cbf5a707e284e9dffdb33029,XRP,2026-09-03T00:30:00+00:00,9.5,0.27,Down,BUY_NO,0.99,,,,0,Down,1
2026-09-03T00:29:50+00:00,doge-updown-5m-1788395100,4095910,0xd2867526130658a9629732e3c39a27c4c3b704ac948d8a13444689660d1a3893,DOGE,2026-09-03T00:30:00+00:00,9.4,0.265,Down,BUY_NO,0.999,,,,0,Down,1
2026-09-03T00:29:50+00:00,bnb-updown-5m-1788395100,4095907,0xdc07aa02c67c3d9a0b4dfc31ee38094032cebb64131184d0e0eebc2ecdeb30b3,BNB,2026-09-03T00:30:00+00:00,9.4,0.125,Down,BUY_NO,0.999,,,,0,Down,1
2026-09-03T00:34:50+00:00,xrp-updown-5m-1788395400,4095926,0xbd5c7a7803db77e540d6f62191fd5c84ec388998d68bd25fc8eacdaafb4bf29e,XRP,2026-09-03T00:35:00+00:00,9.7,0.005,Down,BUY_NO,0.99,,,,0,Down,1
2026-09-03T00:34:50+00:00,doge-updown-5m-1788395400,4095920,0xb1b18a717158daf2f5a7989c55b0a25c6035683fb6cb111e6c0cdf04ef5b5fcc,DOGE,2026-09-03T00:35:00+00:00,9.6,0.55,Up,BUY_YES,,0.01,,1847.0,44,Down,0
2026-09-03T00:39:50+00:00,xrp-updown-5m-1788395700,4096419,0x3416903a60efa95fbf19b61102121619ac052d560155a86dc187248e57120d85,XRP,2026-09-03T00:40:00+00:00,9.5,0.31,Down,BUY_NO,,0.01,,876.71,40,Up,0
2026-09-03T00:39:50+00:00,doge-updown-5m-1788395700,4096422,0xb1ca410d9b19abb85d28ac2de14a8e9928d65f296cf385e8e44c903820204f0e,DOGE,2026-09-03T00:40:00+00:00,9.5,0.575,Up,BUY_YES,0.999,,,,0,Up,1
2026-09-03T00:44:50+00:00,xrp-updown-5m-1788396000,4096434,0xe7a6b1a3fd780d85daabb3853268badadac18916e203609bd3d8b5750a28f2ff,XRP,2026-09-03T00:45:00+00:00,9.7,0.1,Down,BUY_NO,0.99,,,,0,Down,1
2026-09-03T00:44:50+00:00,doge-updown-5m-1788396000,4096438,0x9591ad709723660e41eb414745bfeec50c8f049caca1502a4e6438131c0550ec,DOGE,2026-09-03T00:45:00+00:00,9.4,0.355,Down,BUY_NO,0.99,,,,0,Down,1
2026-09-03T00:44:50+00:00,bnb-updown-5m-1788396000,4096439,0xa4fed979f42e649fdc41d411055d267078d24e772ebb539c6641234c0a707fa9,BNB,2026-09-03T00:45:00+00:00,9.3,0.615,Up,BUY_YES,,0.01,,1396.8,93,Down,0
2026-09-03T00:49:50+00:00,xrp-updown-5m-1788396300,4096519,0xf7de2c74b6017178e1d6b7f3a12c821fec702a0e8a97e3a23d2fb9d6750c25b6,XRP,2026-09-03T00:50:00+00:00,9.1,0.875,Up,BUY_YES,0.99,,,,0,Up,1
2026-09-03T00:49:50+00:00,doge-updown-5m-1788396300,4096529,0x60c37e47df6e7b5e6390eed01dc5e8c59c3b27a98c8270bf079bbcd93a2b5926,DOGE,2026-09-03T00:50:00+00:00,9.1,0.68,Up,BUY_YES,0.99,,,,0,Up,1
2026-09-03T00:49:50+00:00,bnb-updown-5m-1788396300,4096531,0xe289170d83e949fffc9970a4126b13410c56f3bd30d4ede6126f5bdaaeb0301e,BNB,2026-09-03T00:50:00+00:00,9.1,0.31,Down,BUY_NO,,0.01,,2415.07,90,Up,0
2026-09-03T00:54:50+00:00,xrp-updown-5m-1788396600,4096553,0xd463196660d8e5310833c7c26ed0a4d0b94385048b50f94d2316f17c789b51c4,XRP,2026-09-03T00:55:00+00:00,9.3,0.22,Down,BUY_NO,0.99,,,,0,Down,1
2026-09-03T00:54:50+00:00,doge-updown-5m-1788396600,4096558,0x2e993f1cd064df7cfc6fa773c514313ac7322cd2760ea28dfd43fba10bd1298c,DOGE,2026-09-03T00:55:00+00:00,9.2,0.29,Down,BUY_NO,0.99,,,,0,Down,1
2026-09-03T00:59:50+00:00,xrp-updown-5m-1788396900,4097338,0x55551ce1e20ba2808ba8607c28f357d0d7bf7c484adebeb1c9ac99363cb819f6,XRP,2026-09-03T01:00:00+00:00,9.1,0.635,Up,BUY_YES,,0.001,,699.59,43,Down,0
2026-09-03T00:59:51+00:00,bnb-updown-5m-1788396900,4097341,0xfa6cd924c1be5abe581bc7df0cdb588e246b4c65ff1f44485e942cd784d328f1,BNB,2026-09-03T01:00:00+00:00,8.8,0.385,Down,BUY_NO,0.99,,,,0,Down,1
2026-09-03T01:04:50+00:00,doge-updown-5m-1788397200,4097389,0x170a23620bc89be4a2900bed726d4579eca2eaf6b148ed51cffd24ef2607a66d,DOGE,2026-09-03T01:05:00+00:00,9.7,0.45,Down,BUY_NO,0.73,0.97,0.24,213.35,3,Down,1
2026-09-03T01:04:50+00:00,bnb-updown-5m-1788397200,4097399,0x82030247cc77fc5281b868b51f3bb46c7a3646c755690d2b316b27f8fc999511,BNB,2026-09-03T01:05:00+00:00,9.7,0.32,Down,BUY_NO,0.99,,,,0,Down,1
2026-09-03T01:09:50+00:00,doge-updown-5m-1788397500,4097407,0xe37e960daf9f5b72ea5c5cbee9333b5afd06648ea5a82ef08cdfaf616c55991f,DOGE,2026-09-03T01:10:00+00:00,9.7,0.92,Up,BUY_YES,0.999,,,,0,Up,1
2026-09-03T01:09:50+00:00,bnb-updown-5m-1788397500,4097404,0xeac5a9c3d1c8aa0c16b7dfcc5ab8ea13879fde393c39f20590bd7413474868dc,BNB,2026-09-03T01:10:00+00:00,9.6,0.82,Up,BUY_YES,0.999,,,,0,Up,1
