timestamp_utc,activo,marco,slug,market_id,condition_id,ts_end,offset_s,chainlink_price,chainlink_ref_open,chainlink_direccion_implicita,ask_yes,ask_no,bid_yes,bid_no,outcome_real,acierto_direccion_implicita
2026-09-07T23:59:58.989+00:00,BNB,15min,bnb-updown-15m-1788824700,4313864,0x8d69302b228f5616ad382135d47e3a2a133a40610f46e4163ce187b025c98913,1788825600,-2,739.79737,739.614227867425,Up,,0.01,0.99,,Up,1
2026-09-07T23:59:59.376+00:00,BNB,15min,bnb-updown-15m-1788824700,4313864,0x8d69302b228f5616ad382135d47e3a2a133a40610f46e4163ce187b025c98913,1788825600,-1,739.79684,739.614227867425,Up,,0.01,0.99,,Up,1
2026-09-08T00:00:00.509+00:00,BNB,15min,bnb-updown-15m-1788824700,4313864,0x8d69302b228f5616ad382135d47e3a2a133a40610f46e4163ce187b025c98913,1788825600,0,739.7913290791494,739.614227867425,Up,,0.01,0.99,,Up,1
2026-09-08T00:00:01.232+00:00,BNB,15min,bnb-updown-15m-1788824700,4313864,0x8d69302b228f5616ad382135d47e3a2a133a40610f46e4163ce187b025c98913,1788825600,1,739.7892698231186,739.614227867425,Up,,0.01,0.99,,Up,1
2026-09-08T00:00:02.532+00:00,BNB,15min,bnb-updown-15m-1788824700,4313864,0x8d69302b228f5616ad382135d47e3a2a133a40610f46e4163ce187b025c98913,1788825600,2,739.79467,739.614227867425,Up,,0.01,0.99,,Up,1
2026-09-08T00:00:03.269+00:00,BNB,15min,bnb-updown-15m-1788824700,4313864,0x8d69302b228f5616ad382135d47e3a2a133a40610f46e4163ce187b025c98913,1788825600,3,739.79467,739.614227867425,Up,,0.01,0.99,,Up,1
2026-09-08T00:00:04.239+00:00,BNB,15min,bnb-updown-15m-1788824700,4313864,0x8d69302b228f5616ad382135d47e3a2a133a40610f46e4163ce187b025c98913,1788825600,4,739.81424,739.614227867425,Up,,0.01,0.99,,Up,1
2026-09-08T00:00:05.456+00:00,BNB,15min,bnb-updown-15m-1788824700,4313864,0x8d69302b228f5616ad382135d47e3a2a133a40610f46e4163ce187b025c98913,1788825600,5,739.81424,739.614227867425,Up,,0.01,0.99,,Up,1
2026-09-08T00:00:06.483+00:00,BNB,15min,bnb-updown-15m-1788824700,4313864,0x8d69302b228f5616ad382135d47e3a2a133a40610f46e4163ce187b025c98913,1788825600,6,739.6955707830367,739.614227867425,Up,,0.01,0.99,,Up,1
2026-09-08T00:00:08.172+00:00,BNB,15min,bnb-updown-15m-1788824700,4313864,0x8d69302b228f5616ad382135d47e3a2a133a40610f46e4163ce187b025c98913,1788825600,8,739.5736761248291,739.614227867425,Down,,0.01,0.99,,Up,0
