timestamp_utc,window,rank,account,pnl,notional,account_value
2026-09-21T00:00:02+00:00,all,1,0x4c4f4d655B77c4d1cB4343AF6c54c2Ec8f4022b4,842283.1851756357,1020287901.148695,4238395.4479128252996181336946
2026-09-21T00:00:02+00:00,all,2,0x7930Ee98013FA1aEaC08872A88E677dc925aD132,450697.7781565497,4382701615.563431,4386732.9496940561531353871777
2026-09-21T00:00:02+00:00,all,3,0x8448d8263B6131d1a8eBE93EAC553804f60300Ec,142963.38395426946,519469323.79219395,1237759.9366176981524572936696
2026-09-21T00:00:02+00:00,all,4,0xa5dD645f2367C990e7d993E46F28870Bd5812E4f,134344.02690187973,113409759.742751,1661613.4689276630706178364287
2026-09-21T00:00:02+00:00,all,5,0xfc1B24B1749F71b797029C34F5fa30D528539107,87135.04475278518,78240819.85622898,1221585.3240227615372454804712
2026-09-21T00:00:02+00:00,all,6,0x2070F45C22E44a52CB42210d1112a0Bfb6A9A0c7,86036.14906785678,1239912034.4456213,2252806.4912519209539478715965
2026-09-21T00:00:02+00:00,all,7,0x9c6c85323Ae3E695bA36D17c86f3ec2242cF712A,66432.06165388563,2660029.2195689995,70017.491895915251076850007402
2026-09-21T00:00:02+00:00,all,8,0xC914238Dde217bc37F768B9eE5F8FBF973aeD746,57853.735056351754,9298596.464107009,93312.69705769979855397356744
2026-09-21T00:00:02+00:00,all,9,0x0034DC43DeACf5060035Db189A094568Dad45b7F,56909.97023929829,2023569864.52712,5314444.6770073987524812873801
2026-09-21T00:00:02+00:00,all,10,0xB91a9C277b0d26A5ea763994152CB35AB725360E,49277.549229911216,132049981.85195005,2192152.5374305445120425784468
2026-09-21T00:00:02+00:00,all,11,0x6a407b7C2dCCd7Fdf56ff2fBc71e42931DAd799E,37710.30616097216,255556.4042,0.000000972163311999999997
2026-09-21T00:00:02+00:00,all,12,0x5B61EB45bD64D4904e76F69A9f165D7415606926,22754.112867981366,29848803.9351,180965.85186122986905732952421
2026-09-21T00:00:02+00:00,all,13,0x3EfF28B563dDe30c54185717DFd58726AB214104,22309.47090501778,9981598.351499999,0.000000413800595276953812
2026-09-21T00:00:02+00:00,all,14,0x630402abaC9241Ccf86000cA2af779b746f4D60E,22015.059272962528,792932.173622,0.000000962524268000000000
2026-09-21T00:00:02+00:00,all,15,0xAFF24720C36CDD4f8a409Bc4A88933DAC107A457,21364.200741021134,10129595.050428,0.0000009524922861893780409
2026-09-21T00:00:02+00:00,all,16,0xE17B275d75CB97bD4f5Cb7542d91cDA23A95CF15,21332.230847314757,321679.632108,0.000000269130051999999998
2026-09-21T00:00:02+00:00,all,17,0x33b63A54A4183C8BdE1C324069fF4e3CA03E95CD,21217.661415767732,16293254.489566982,236189.25092137912422287403568
2026-09-21T00:00:02+00:00,all,18,0x4A2479F81FC411ade23a50e2425786C248346936,19987.53155421632,21585919.96656401,878772.7893926963941454999997
2026-09-21T00:00:02+00:00,all,19,0x175909f4403C5C20B7bdF0b4d742BfF3a37A6a84,15615.026004639365,24650693.702551994,0.000000672434743904066937
2026-09-21T00:00:02+00:00,all,20,0xa590a393CC3e1776a47f32fD99ef5fc7c464a243,14828.77960605469,359008.40070699994,2021.6185892694136419999998161
2026-09-21T00:00:02+00:00,all,21,0x2540aA7bF57F47F7df5aab0A6B471CFF7BAa2586,14157.207803948377,122324.059981,0.000000948377640000000000
2026-09-21T00:00:02+00:00,all,22,0x44a3E929C68Fe1441583549f64abC72E278E6E49,13076.764582732976,1024661.709532,40275.607367235445926611395954
2026-09-21T00:00:02+00:00,all,23,0x3764130A5c36204F7Dc4F52cAE252B4c9d41a9D3,12979.188222357847,64273392.20514798,0.9998496402507260721142262
2026-09-21T00:00:02+00:00,all,24,0x0C4A28c08076c03F65793E512038dbF40150281e,12788.54468765214,9331038.543936,8670.970256489025349550318998
2026-09-21T00:00:02+00:00,all,25,0x98B23f5bFa5D220ee44c2F84165d5BEd4a842eE1,12594.36198585095,161787336.41595593,15245.603192769789607056637833
2026-09-21T00:00:02+00:00,all,26,0x059E90484026c6BB3d4cc6dEe64DB2CCF29D891f,12212.06123246375,8844696.65495,207272.50000000567053999999985
2026-09-21T00:00:02+00:00,all,27,0xE0Ebcff994a0f3A644634927aE1B68913ad58A39,11465.653453313049,2961490.4672870003,255907.22664484448921199999993
